Filename,Location,Date,FromTime,ToTime,Phone,Activity
1974_Nixon_x.pdf," PIACE DAY HECAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Dsy. Yr.) JANUARY 6, 1974*",,,," The President participated in a photo opportunity with: The First Lady Tricia Cox Rev. Mr. and Mrs. Stephens. Members of the press, in/out. White House photographer, in/out."
1974_Nixon_x.pdf," PIACE DAY HECAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Dsy. Yr.) JANUARY 6, 1974*",12:05,12:10,, The President motored from the San Clemente Presbyterian Church to the San Clemente Compound residence..
1974_Nixon_x.pdf," PLACE DAY HHAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE(Mo.,DyY.) JANUARY 7. 1974",9:51,10:05,P, The President talked with Secretary of State Henry A. Kissinger.
1974_Nixon_x.pdf," PLACE DAY HHAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE(Mo.,DyY.) JANUARY 7. 1974",12:15,,, The President went to his office.
1974_Nixon_x.pdf," PLACE DAY HHAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE(Mo.,DyY.) JANUARY 7. 1974",3:15,,, The President returned to the San Clemente Compound residence
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Day. Yr.) JANUARY 8. 1974",10:30,,, The President went to his office.
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Day. Yr.) JANUARY 8. 1974",11:30,12:35,," The President met with: Bryce N. Harlow, Counsellor Kenneth R. Cole, Jr., Executive Director of the Domestic Council"
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Day. Yr.) JANUARY 8. 1974",2:50,,, The President returned to the San Clemente Compound residence.
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE, CALIFORNIA"," DATE (Mo., Day. Yr.) JANUARY 8. 1974",7:25,7:31,P, The President talked with Secretary of State Henry A. Kissinger.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",8:53,9:01,R, The President talked with Vice President Gerald R. Ford.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",9:21,9:23,," The President talked with Senator Robert Taft, Jr., (R-Ohio)."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",9:56,10:05,, The President talked with Leonard K. Firestone Member of the Board of Directors of Firestone Tire and Rubber Company. and President of the Richard Nixon Foundation..
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",10:15,,, The President went to his office.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",10:30,11:00,," Members of the President's staff presented him with a birth- day cake in honor of his 6lst birthday.. Members of the press, in/out. White House photographer, in/out."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",11:17,,, The President returned to the San Clemente Compound residence.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",12:08,4:14,," The President motored from the San Clemente Compound to the estate of Walter H. Annenberg, Ambassador from the U.S. to the United Kingdom of Great Britain and Northern Ireland, in Palm Springs, California. He was accompanied by: The First Lady Tricia Cox"
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",,,," Enroute to Palm Springs, the Presidential party stopped in Yorba Linda and at a MacDonald's Restaurant.."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WESTERN WHITE HOUSE SAN CLEMENTE. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 9, 1974",6:06,6:23,R, The President talked with Secretary of State Henry A. Kissinger.
1974_Nixon_x.pdf, PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 10. 1974",,,," The President and the First Lady were overnight guests at the Palm Springs estate of Walter H. Annenberg, Ambassador from the U.S. to the United Kingdom of Great Britain and Northern Ireland."
1974_Nixon_x.pdf, PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 10. 1974",2:52,,, The President talked with Leonard K. Firestone. Member of the Board of Directors of Firestone Tire and Rubber Company. and President of the Richard Nixon Foundation..
1974_Nixon_x.pdf, PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS. CALIFORNIA," DATE (Mo., Day. Yr.) JANUARY 10. 1974",,,, The President talked with Secretary of State Henry A. Kissinger.
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day. Yr.) JANUARY 11. 1974",,,," The President and the First Lady were overnight guests at the Palm Springs estate of Walter H. Annenberg, Ambassador from the U.S. to the United Kingdom of Great Britain and Northern Ireland."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",,,," The President and the First Lady were overnight guests' at the estate of Walter H. Annenberg, Ambassador from the U.S. to the United Kingdom of Great Britain and Northern Ireland."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",2:32,,P," The President talked with Jim Sievert, a seven-year-old leukemia patient at Lee Memorial Hospital, Fort Meyer,. Florida."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",6:41,,, The President motored from the Annenberg estate to the Palm Springs Municipal Airport. He was accompained by: The First Lady Tricia Cox
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",,,, The Presidential party boarded U.S. Air Force Jetstar #2493.
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",7:10,,," The President flew by military aircraft from the Palm Springs Municipal Airport, California to Tinker AFB, Oklahoma.."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",,,," The President met with Col. Charles E. Shannon, Commander of Tinker AFB, during a refueling stop."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",9:40,3:00,," The President flew by military aircraft from Tinker AFB, Oklahoma to Andrews AFB, Maryland. For a list of."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANNENBERG ESTATE PALM SPRINGS, CALIFORNIA"," DATE (Mo., Day, Yr.) JANUARY 12, 1974",,,," For a record of the President's activities after midnight, see the Daily Diary for January 13, 1974.."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",3:00,,," The President arrived at Andrews AFB, Maryland following a flight from Palm Springs Municipal Airport, California."
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",3:00,,, The President deplaned.
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",3:07,,," The President motored from Andrews AFB, Maryland to the South Grounds of the White House"
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",3:29,,," The President talked with Charles S. Rhyne, law partner with Rhyne and Rayne"
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",8:31,8:32,P, The President talked with Senator Barry M. Goldwater (R-Arizona)
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",8:33,8:36,P, The President talked with Attorney General William B. Saxbe.
1974_Nixon_x.pdf," PLACE DAY BEGAN ANDREWS AFB, MARYLAND"," DATE (Mo., Day, Yr.) JANUARY 13, 1974",8:43,,P, The President telephoned Donald M. Kendall. President of PepsiCo and member of the Board of Trustees of the Richard Nixon Foundation. The call was not completed.
1974_Nixon_x.pdf," PLACE DAY HEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day. Yr.) JANUARY 14. 1974",9:56,,, The I President went to the. Ova1 Office.
1974_Nixon_x.pdf," PLACE DAY HEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day. Yr.) JANUARY 14. 1974",1:35,,, The President went to his office in the EOB.
1974_Nixon_x.pdf," PLACE DAY HEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day. Yr.) JANUARY 14. 1974",4:26,,, The President returned to the Oval Office.
1974_Nixon_x.pdf," PLACE DAY HEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day. Yr.) JANUARY 14. 1974",4:28,5:25,," The President met with William E. Simon, Administrator- designate of the Federal Energy Office and Deputy Secretary of the Treasury. Members of the press, in/out White House photographer, in/out"
1974_Nixon_x.pdf," PLACE DAY HEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day. Yr.) JANUARY 14. 1974",6:35,,, The President returned to the second floor residence.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",9:51,,, The President went to the Oval Office.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",11:20,12:04,," The President met to discuss the l974 and 1975 Federal budgets with Director of the OMB Roy L. Ash.. Members of the press, in/out. White House photographer, in/out."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",1:18,,, The  President went to his office in the EOB.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",1:24,1:33,P," The President talked with Sam E. Wyly, Chairman of the National. Advisory Council on Minority Business Enterprise and Chairman of the Board of Jniversity Computing Company.."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",4:43,,P, The President talked with Vice President Gerald R. Ford.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 15, 1974",4:47,,," The President talked with his aunt, Mrs. Harold C. ""Jane"" Beeson."
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 16. 1974",10:40,,, The I President went the Ova1 Office. to
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 16. 1974",11:43,12:15,," The President met to review pending legislation on domestic affairs with Kenneth R. Cole, Jr., Executive Director of the Domestic Council. Members of the press, in/out White House photographer, in/out"
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 16. 1974",12:20,12:25,," The President met with: Anthony D. Marshall, Ambassador from the U.S. to Kenya Maj. Gen. Brent G. Scowcroft, Deputy Assistant"
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 16. 1974",2:10,,, President went to his office in the EOB. The ]
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 16. 1974",7:20,7:25,P," The President talked long distance with Secretary of State Henry A. Kissinger in Jerusalem, Israel."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",10:15,,, The President went to the Oval Office
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",11:29,11:46,," The President met to discuss short-term housing proposals with: James T. Lynn, Secretary of HUD. Kenneth R. Cole, Jr., Executive Director of the Domestic Council Members of the press, in/out. White House photographer, in/out."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",11:48,12:35,," The President met to discuss pension reform legislation and employment problems resulting from the energy crisis with:  Peter J. Brennan, Secretary of Labor Mr.Cole White House photographer, in/out"
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",12:37,1:16,," The President met with:. The Earl of Cromer, departing Ambassador from the United Kingdom to the U.S.. Maj. Gen. Brent G. Scowcroft, Deputy Assistant. Members of the press, in/out. White House photographer, in/out."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",1:24,1:26,P, The President talked with Senator Norris Cotton (R-New Hampshire)
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",1:27,,, The I President went to the barber Shop.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",1:54,,, The President returned 1 to the Ova1 Office.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",3:00,,, The I President went to thed Press Room.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",3:00,3:08,," The President announced the conclusion of an Egyptian-Israeli agreement on the disengagement and separation of their. military forces. Members of the press White House photographer, in/out."
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",3:08,,, The President returned to the Ova1 Office.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:03,,, The President went to his office in the EOB.
1974_Nixon_x.pdf, PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON. D.C.," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:16,4:18,P, The President talked with Nelson A. Rockefeller. former Governor (R-New York) and Chairman of both the Commission on Critical Choices and the National Water Pollution Control Commission.
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:20,4:26,P, The President talked long distance with Secretary of State Henry A. Kissinger. in Israel..
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:42,4:44,P," The President talked long distance with Golda Meir, Prime Minister of Israel. in Israel."
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:45,4:47,P," The President talked long distance with Edward Heath, Prime Minister of the Inited Kingdom.  in Great Britain."
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 17. 1974",4:49,,, The President talked with Senate Majority Leader Mike Mansfield (D-Montana)
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 17. 1974",5:23,5:28,," The President talked long distance with Muhammad Ahman Anwar al-Sadat, President of the Arab Republic of Egypt, in Egypt."
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",10:00,,, The President went to the Ova1  Office.
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",,,, The President met to discuss the 1974 legislative calendar with:
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",10:35,11:33,, Senate Minority Leader Hugh Scott (R-Pennsylvania
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",10:35,,," Members of the press, in/out"
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",10:35,,, White House photographer. in/out
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",11:15,11:19,," William E. Timmons, Assistant"
1974_Nixon_x.pdf," PLACE DAY BEGAN THE WHITE HOUSE WASHINGTON, D.C."," DATE (Mo., Day, Yr.) JANUARY 18. 1974",11:36,11:37,, The President met with  Senator Scott.
