Filename,Location,Date,FromTime,ToTime,Phone,Activity
1977_01_26_Carter.pdf,," JANUARY 26, 1977",4:30,5:10,," The President met with:. Peter Ramsbotham, Ambassador of Great Britain to the U.S.. Cyrus R. Vance,. Secretary of State Zbigniew Brzezinski, Assistant to National Security. Affairs Gregory Treverton, Staff Assistant, National Security. Council. (NSC)"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",5:10,5:15,, The President met with: Secretary Vance. Mr. Jordan. Mr. Powell.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",5:15,6:05,, The President met with Senator Edmund S. Muskie (D-Maine) .
1977_01_26_Carter.pdf,," JANUARY 26, 1977",5:52,,R," The President was telephoned by Senator Charles Mcc. Mathias, Jr.(R-Maryland) The call was not completed.."
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:05,6:15,," The President met with:. Stuart E. Eizenstat, Assistant for Domestic Affairs and Policy James T. McIntyre, Jr., Associate Director for. Management Operations, OMB."
1977_01_26_Carter.pdf,," JANUARY 26, 1977",5:59,6:00,R, The President talked with Mr. Jordan.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:15,6:20,P, The President talked with Secretary of Defense Harold Brown.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:21,6:25,P," The President talked with Senator Mathias,"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:27,6:28,R, The President talked with Secretary Vance.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:34,6:35,P," The President talked with Representative Thomas P. O'Neill, Jr. (D-Massachusetts)"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",6:50,,, The President returned to the second floor Residence.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",7:10,,," The President had dinner with: The First Lady Chip and Caron Carter Jeff and Annette Carter Amy Carter. Claudia  Sanchez,. friend of Amy Carter"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",7:15,,R, The President was telephoned by Mr. Jordan. The call was not completed.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",8:39,8:41,P," The President talked with Mrs. David (Irma) Wise, resident of Plains, Georqia and friend of the First Lady's mother.."
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:07,,, The President and the First Lady went to the South Grounds of the White House.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:08,9:18,," The President and the First Lady motored from the South Grounds to the Sheraton Park Hotel, 2660 Woodley Road, N.W ."
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:18,,," The President. and the First Lady were greeted by: Elsie Carper, correspondent for the Washington Post"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",,,," continued Ronald A. Sarro, correspondent for the Washington. Star News Nord Schwiebert, Vice President of the Sheraton Park Hotel Victor Browning,. Sales Manager for the Sheraton Park Hotel"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:18,,, The President and the First Lady went to the holding room.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:21,10:24,, The President and the First Lady attended the annual Congressional Dinner of the Washington Press Club.. Members of the press.
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:21,,," The President and the First Lady went to the head table in the Ballroom. For a list of head table guests, see. APPENDIX""A."""
1977_01_26_Carter.pdf,," JANUARY 26, 1977",,,," The President was introduced by Ellen Wadley, President of the National Press Club.."
1977_01_26_Carter.pdf,," JANUARY 26, 1977",9:20,9:27,," The President addressed approximately 1,300 guests attending. the dinner"
1977_01_26_Carter.pdf,," JANUARY 26, 1977",10:24,,, The President and the First Lady returned to their motor- Cade
1977_01_26_Carter.pdf,," JANUARY 26, 1977",10:24,10:34,, The President and the First Lady motored from the Sheraton Park Hotel to the South Grounds of the White House..
1977_01_26_Carter.pdf,," JANUARY 26, 1977",10:35,,, The President and the First Lady returned to the second floorResidence
1977_01_26_Carter.pdf,," JANUARY 26, 1977",12:15,,, The President retired.
